Context,intent,context_rw
"I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friends, family, at work, and mainly alone, I cannot think straight. I no longer feel like myself.",sleep,"Iyo ndi kumwe n'incuti, umuryango, ku kazi, kandi cyane cyane ndi jyenyine, ntashobora gutekereza neza. Sincyumva ko ndi umuntu."
I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit disorder and obsessive-compulsive disorder. I have self-harmed in the last and used to be suicidal. How do I tell them this and ask for therapy?,sleep,Ndizera ko mfite agahinda n'agahinda. Mfite n'amajwi mu mutwe. Mfite ibibazo byo gusinzira. Mfite ikibazo cyo guhorana ubwenge n'ubushotoranyi. Mfite ubumuga bwo kwibabaza mu gihe cyahise kandi kera nifuzaga kwiyahura. Ni gute nabwira abantu ibyo maze nkabasaba ubuvuzi?
"I'm depressed and recently went through a break up. It’s like every guy I like only wants me for sex. I think I'm ugly, and sometimes I just want to die. I have a son, and I got really big when I was pregnant. I have stretch marks on my stomach.",sadness_low_mood,"Ndi mu bwigunge, kandi vuba aha naratandukanye n'abandi. Ni nk'aho buri mugabo wese nkunda aba ashaka ko nkora imibonano mpuzabitsina gusa. Ntekereza ko ndi mubi, kandi rimwe na rimwe nifuza gupfa. Mfite umuhungu, kandi narakuze cyane igihe nari ntwite. Mfite ibikomere ku nda."
"I'm not the same anymore, I don't know how to get back to who I am. I'm sad and confused and angry and tired. I don't sleep well.",sleep,"Sincyari uko ndi, sinzi uko nsubira aho ndi, ndi umunyacyaha, mfite agahinda, ndashavuye kandi ndambiwe, sinasinzira neza."
"Over the years, I have slowly lost everything: my jobs, my cars, my freedom, and my money. I am a stay-at-home mom who doesn't make any money, doesn't have a car, never goes out, and cleans all day long everyday.",overwhelmed_identity,"Mu gihe cy'imyaka myinshi, nagiye ndushaho gutakaza ibintu byose: akazi, imodoka, umudendezo n'amafaranga. Ndi umubyeyi ukorera mu rugo, nta mafaranga akora, nta modoka afite, ntajya hanze kandi buri munsi akora isuku."
"I don't have time to live or take care of myself at times. It's causing depression, stress, and anxiety. I don't know what to do.",self_care_coping,"Hari igihe mba nta mwanya wo kubaho cyangwa ngo nitwararike, ibyo bituma ndwara indwara yo kwiheba, imihangayiko no kwiheba."
"Two years ago, I was separated from the military into my contract for medical issues. It has emotionally destroyed me. I now basically hate myself. It's embarrassing to be separated from the one place who takes anyone. My family has been in the armed forces, and it has always been my dream. I can't do this alone anymore, and now my family is even worried.",overwhelmed_identity,"Imyaka ibiri ishize, natandukanyijwe n'igisirikare kubera ibibazo by'ubuvuzi. Ibyo byanshenye mu byiyumvo. Ubu mu by'ukuri niyanze. Birambabaza kuba natandukanyijwe n'aho umuntu wese ajya. Umuryango wanjye wari mu gisirikare, kandi buri gihe ni inzozi zanjye. Sinashobora gukora ibi jyenyine, kandi ubu umuryango wanjye uritotezwa."
"I feel depressed even though I act like a happy with my family. I act like I’m happy so my son doesn’t see me sad. I act like my life is a happy life, but I feel sad and depressed. I sometimes think of killing myself and that my family deserve someone better than me. I just cry and write in my book all these feelings.",overwhelmed_identity,"Numva nihebye nubwo nkora nk'umuntu wishimye mu muryango wanjye. Nkunda kumera nk'umuntu wishimye kugira ngo umuhungu wanjye atambona ndi mu gahinda. Nkunda kumera nk'umuntu wishimye mu buzima bwanjye, ariko numva ndi mu gahinda n'agahinda. Rimwe na rimwe ntekereza kwiyahura kandi ko umuryango wanjye ukwiriye umuntu mwiza kundusha. Ndarira nkandika muri icyo gitabo ibyo byiyumvo byose."
"I think i may suffer from depression, and it is affecting my life and sleep. I am on my parent's insurance, and they won't let me see a therapist because they don't believe in it.",sleep,"Ndi mu bwishingizi bw'ababyeyi banjye, kandi ntibanyemerera kujya kwa muganga kuko batemera ko ari byo."
"When I'm sad and alone, I want to cut myself.",overwhelmed_identity,"Iyo mfite agahinda kandi ndi jyenyine, nifuza kwicira."
"I have friends, family, I live in a good home, I go to a nice high school, and I get pretty good grades, but I don’t know why I'm so unhappy. These friends are my best friends and they’re all amazing people, and yet I'm sad all the time and feel alone.",sadness_low_mood,"Mfite inshuti, umuryango, mba mu rugo rwiza, njya mu ishuri ryisumbuye ryiza, kandi mbona amanota meza, ariko sinzi impamvu ntishimye cyane. Abo nshuti ni incuti zanjye nziza kandi bose ni abantu batangaje, nyamara buri gihe mba mfite agahinda kandi numva ndi jyenyine."
"I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring about my work, and I've been starting to think that life is pointless. I really have no clue if I need help, or if I'm just tired or something.",sleep,"Ntekereza ko nshobora kuba ndwaye indwara yo kwiheba. Ariko icyo nibaza ni uko ntari mu kababaro. Nshobora gusetsa incuti zanjye n'ibindi, ariko sincyitaho akazi kanjye, kandi ntangiye gutekereza ko ubuzima nta cyo buvuze. Sinzi niba koko nkeneye ubufasha, cyangwa niba gusa ndambiwe cyangwa ikindi kintu."
"In the last ten months, I've been kicked out, moved around three times, worked many jobs, stopped school to make money, had dad and mom get sick, was cheated on while pregnant, lost my baby, had relationship issues, and was betrayed. I can't get a job. I have no friends. I feel lonely and isolated. I've been dealing with all this by myself.",overwhelmed_identity,"Mu mezi icumi ashize, narirukanywe, njya gutembera inshuro eshatu, nkora akazi kenshi, ntongera kwiga kugira ngo mbone amafaranga, papa na mama barwaye, baransenze mu gihe nari ntwite, mpfusha umwana, mpura n'ibibazo mu mishyikirano, kandi naragambaniwe."
"I've been feeling worthless, unaccomplished, and so frustrated. I want to break things, hit myself, run away, kick, scream, and cry. I just want to be happy and outgoing again. I want to be able to take care of my daughter and live comfortably.",self_care_coping,"Numvaga nta cyo maze, numva nta cyo maze kandi numva ncitse intege, nifuzaga gutsemba ibintu, kwikubita, guhunga, gukubita, kurira no kurira, nifuzaga gusa kongera kugira ibyishimo no kugira icyo nkora, nifuzaga kwita ku mukobwa wanjye no kubaho neza."
"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting worse. I'm already humiliated working for temp agencies and doubt my self-worth as a provider for my family.",sadness_low_mood,"Iyo ndi mu biganiro, nkomeza kumva ndemerewe kandi ntekanye. Imirimo nagiye nkora kera yantereranye kubera ko ntakora neza, kandi abakoresha banjye batanu banteye umugongo nyuma y'ibizamini byinshi by'imico n'ibiganiro. Ntinya gukomeza kubera ko amakuba yanjye arushaho kwiyongera."
"I feel like I am not at a good state of mind. I'm very unsettled in my soul. I'm not happy with myself or the decisions I make, which makes me not happy with anyone else. I feel like a failure most of my days. I don't feel like I'm good at anything anymore. I feel like less of a person.",overwhelmed_identity,"Numva ntari mu bwenge bwiza. Ndumva umutima wanjye utekanye cyane. Sinanyurwa n'ibyo niyizi cyangwa imyanzuro mfata, ibyo bituma ntanyurwa n'undi muntu uwo ari we wese. Numva nk'umunyabyaha mu minsi yanjye myinshi."
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.",sadness_low_mood,"Sinzi niba nihebye, sinzi uko nabwira ababyeyi banjye, kandi ibyo bituma numva ncitse intege."
"I have absolutely nothing to do with my life but lay in bed on my phone or hangout with my one friend. I don't have a job, my family doesn't include me in anything, and I don't have many friends. I have nothing to do besides go on my phone. I miss talking to people in person instead of online. I don't even talk to my family in person even from the other room.",relationship_support,"Nta kintu na kimwe mfite cyo gukora mu buzima bwanjye uretse kuryama kuri telefoni cyangwa guhura n'inshuti yanjye imwe. Nta kazi mfite, umuryango wanjye nta kintu na kimwe unshyiraho, kandi nta nshuti nyinshi mfite. Nta kindi mfite cyo gukora uretse kujya kuri telefoni. Nkunda kuganira n'abantu mu buryo bwa bwite aho kuba kuri interineti. Ndetse n'umuryango wanjye nta bwo mvugana na we mu buryo bwa bwite, kabone n'iyo yaba ari mu kindi cyumba."
My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,sadness_low_mood,"Ubu ntari mfite impamvu zo guhaguruka, sinzi icyo nkora, ndi mu kaga, mfite agahinda n'agahinda, ubuzima bwanjye burimo burushaho kwiyongera."
"I sleep a lot. Music changes my mood. I cry every Wednesday. My mind is like a maze that even I get lost in. I don't usually feel my true emotions, but instead, I get fake mirrored ones.",sleep,"Ndyama cyane. Umuzika uhindura imimerere yanjye. Ndarira buri wa Gatatu. Umutwe wanjye umeze nk'ikibanza cy'ibishushanyije, aho nzajya mbura ibyiyumvo byanjye by'ukuri, ahubwo nkumva ibyiyumvo byanjye by'ibinyoma."
I have twin toddlers. I experienced a death of loved one prior to giving birth. I had a horrible break up with the father. People told him he was using me for money. My ex-boyfriend had extreme meltdowns every day for three years. I’m always alone with no friends.,sadness_low_mood,Mfite abana b'impanga. Mfite umuntu nakundaga yapfuye mbere yo kubyara. Naciye ukubiri n'umubyeyi wanjye. Abantu bamubwiye ko anshakisha amafaranga. Umukunzi wanjye wa kera yabaga afite ibibazo bikomeye buri munsi mu gihe cy'imyaka itatu.
"I live a normal life. I have tons of friends and family, but I feel lonely.",relationship_support,"Mfite incuti nyinshi n'abagize umuryango, ariko numva ndi mu bwigunge."
"I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed.",sadness_low_mood,"Ubu mfite ubwoba, kandi ndumva ncitse intege."
"I have no friends, no hobbies, and no interest in anything. I get annoyed with everything and everyone. I am always tired, i can sleep 8 hrs or 12 hrs and im still tired. I don't know what to do. Is this normal?",sleep,"Nta nshuti mfite, nta byishimo mfite, nta kintu na kimwe nshishikaza. Buri kintu cyose n'abantu bose binshuka. Buri gihe ndambiwe, nshobora kuryama amasaha umunani cyangwa 12 kandi ndacyafite intege nke. Sinzi icyo nkora. Ese ibyo ni ibisanzwe?"
"I have a lot on my mind, but all I want to do is stay locked in my room and not socialize with anyone. Why do I feel so alone?",relationship_support,"Mfite ibintu byinshi mpangayikishijwe na byo, ariko icyo nshaka ni ugukomeza kuba mu cyumba cyanjye kandi sinjye nshobora gushyikirana n'umuntu uwo ari we wese."
"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age.",sadness_low_mood,"Mfite ikibazo cy'ihungabana ry'ibikomere mu gihe cy'imyaka myinshi ababyeyi banjye bataramenya. Nashakaga kugitsinda ariko ni ibintu bikomeye cyane, ni nk'aho byongeye kuba. Mfite ubwoba kandi ndumva mfite ubwoba. Mfite ikibazo cy'agahinda, kandi kuva nkiri muto ndakibura."
"My dad passed away when I was a teenager. I never got any help, and five years later, I feel like I can't handle it anymore.",overwhelmed_identity,"Data yapfuye nkiri ingimbi, nta muntu wigeze amfasha, kandi nyuma y'imyaka itanu, numva ntashobora kubyihanganira."
"I am a single mother. As a child, I was molested by my mother's boyfriend. I never knew my father. I started having children at 18 right after high school. After having children, I completely lost myself and gave all of my focus on my children. Now my children are getting older, but I still don't know myself. I've had several attempts at relationships, and they all fail. I stopped caring about a lot after my children's father left me. I fell into a spiral and got depressed.",overwhelmed_identity,"Ndi umubyeyi w'umuseribateri. Nkiri umwana, nakorewe ihohoterwa n'umukunzi wa mama. Sinigeze menya data. Natangiye kubyara mfite imyaka 18 nyuma yo kurangiza amashuri yisumbuye. Maze kubyara, naratakaje ubuzima bwanjye bwose maze ngashyira imbaraga zose ku bana banjye. Ubu abana banjye barakuze ariko sinzi uko ndi. Hari igihe nagerageje gushyikirana na bo, ariko bose barananirwa."
